pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,election_year,state,overlapping_special_election,dem_actual,rep_actual,other_actual,rep_won
Opinion Savvy,2016/10/10,2016/10/11,533,LV,48,44,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
NBC/WSJ/Marist,2016/10/03,2016/10/05,700,LV,48,46,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Gravis,2016/10/04,2016/10/04,821,RV,44,40,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Emerson,2016/10/02,2016/10/04,600,LV,47,39,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Univ. of North Florida,2016/09/27,2016/10/04,696,LV,48,41,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Quinnipiac,2016/09/27,2016/10/02,545,LV,48,44,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
FOX 13/Opinion Savvy,2016/09/28,2016/09/29,619,LV,47,43,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Mason-Dixon*,2016/09/27,2016/09/29,820,LV,47,40,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Suffolk*,2016/09/19,2016/09/21,500,LV,43,34,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Monmouth,2016/09/16,2016/09/19,400,LV,47,45,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
FL Chamber,2016/09/15,2016/09/20,617,LV,46,42,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
NY Times/Siena,2016/09/10,2016/09/14,867,LV,48,42,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
CNN/ORC,2016/09/07,2016/09/12,788,LV,54,43,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
PPP (D)*,2016/09/04,2016/09/06,744,LV,40,37,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
JMC Analytics*,2016/09/07,2016/09/08,781,LV,43,38,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Quinnipiac,2016/08/31,2016/09/07,601,LV,50,43,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Florida Atlantic University,2016/08/19,2016/08/22,1200,RV,44,39,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Monmouth,2016/08/12,2016/08/15,402,LV,48,43,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
FOX 13/Opinion Savvy,2016/08/10,2016/08/10,622,LV,45,43,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
NBC/WSJ/Marist,2016/08/04,2016/08/10,862,RV,49,43,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Suffolk University,2016/08/01,2016/08/03,500,LV,46,33,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Quinnipiac,2016/07/30,2016/08/07,1056,RV,48,45,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
NBC/WSJ/Marist,2016/07/05,2016/07/11,871,RV,47,44,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Quinnipiac,2016/06/30,2016/07/11,1015,RV,50,37,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
JMC Analytics,2016/07/09,2016/07/10,700,LV,40,33,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Bay News 9/SurveyUSA,2016/06/25,2016/06/27,1678,LV,43,43,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Quinnipiac,2016/06/08,2016/06/19,975,RV,47,40,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
PPP (D),2016/06/15,2016/06/16,508,RV,41,42,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
PPP (D),2016/06/02,2016/06/05,737,RV,43,44,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
PPP (D),2015/09/11,2015/09/13,814,RV,46,40,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
PPP (D),2015/03/19,2015/03/22,923,RV,48,41,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Mason-Dixon,2015/03/03,2015/03/05,800,RV,50,38,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
PPP (D),2014/09/04,2014/09/07,818,LV,46,41,,2016,florida,,44.3148545123427,51.9811284243299,3.70401706332739,1
Landmark/Rosetta Stone*,2016/11/06,2016/11/06,1200,LV,52,41,,2016,georgia,,41.0332926777655,54.7838521727644,4.18285514947013,1
Opinion Savvy*,2016/11/02,2016/11/03,538,LV,50,39,,2016,georgia,,41.0332926777655,54.7838521727644,4.18285514947013,1
NBC/WSJ/Marist*,2016/10/30,2016/11/01,707,LV,48,37,,2016,georgia,,41.0332926777655,54.7838521727644,4.18285514947013,1
Emerson,2016/10/29,2016/10/31,650,LV,48,40,,2016,georgia,,41.0332926777655,54.7838521727644,4.18285514947013,1
Quinnipiac,2016/10/20,2016/10/26,707,LV,54,40,,2016,georgia,,41.0332926777655,54.7838521727644,4.18285514947013,1
WSB-TV/Landmark*,2016/11/02,2016/11/03,1000,LV,50,40,,2016,georgia,,41.0332926777655,54.7838521727644,4.18285514947013,1
FOX 5/Opinion Savvy*,2016/10/20,2016/10/20,570,LV,51,42,,2016,georgia,,41.0332926777655,54.7838521727644,4.18285514947013,1
Landmark Communications*,2016/10/11,2016/10/12,1400,LV,50,37,,2016,georgia,,41.0332926777655,54.7838521727644,4.18285514947013,1
JMC Analytics*,2016/09/20,2016/09/22,600,LV,41,28,,2016,georgia,,41.0332926777655,54.7838521727644,4.18285514947013,1
Quinnipiac,2016/09/13,2016/09/21,638,LV,55,34,,2016,georgia,,41.0332926777655,54.7838521727644,4.18285514947013,1
Monmouth*,2016/09/15,2016/09/18,401,LV,50,34,,2016,georgia,,41.0332926777655,54.7838521727644,4.18285514947013,1
Emerson,2016/09/09,2016/09/13,600,LV,48,32,,2016,georgia,,41.0332926777655,54.7838521727644,4.18285514947013,1
FOX 5 Atlanta*,2016/09/14,2016/09/14,568,LV,47,34,,2016,georgia,,41.0332926777655,54.7838521727644,4.18285514947013,1
NBC/WSJ/Marist,2016/09/06,2016/09/08,649,LV,53,38,,2016,georgia,,41.0332926777655,54.7838521727644,4.18285514947013,1
JMC Analytics,2016/08/06,2016/08/07,615,LV,39,30,,2016,georgia,,41.0332926777655,54.7838521727644,4.18285514947013,1
Atlanta Journal-Constitution,2016/08/01,2016/08/04,847,RV,48,42,,2016,georgia,,41.0332926777655,54.7838521727644,4.18285514947013,1
WXIA-TV/SurveyUSA*,2016/07/29,2016/07/31,570,LV,48,39,,2016,georgia,,41.0332926777655,54.7838521727644,4.18285514947013,1
PPP (D),2016/05/27,2016/05/30,724,RV,47,35,,2016,georgia,,41.0332926777655,54.7838521727644,4.18285514947013,1
Emerson,2016/10/27,2016/10/30,500,LV,36,54,,2016,illinois,,54.8617431049998,39.7804175547964,5.35783934020384,0
Loras,2016/10/26,2016/10/27,600,LV,34,42,,2016,illinois,,54.8617431049998,39.7804175547964,5.35783934020384,0
The Simon Poll/SIU*,2016/09/27,2016/10/02,865,LV,34,48,,2016,illinois,,54.8617431049998,39.7804175547964,5.35783934020384,0
Emerson,2016/09/19,2016/09/21,700,LV,39,41,,2016,illinois,,54.8617431049998,39.7804175547964,5.35783934020384,0
Loras,2016/09/13,2016/09/16,600,LV,36,41,,2016,illinois,,54.8617431049998,39.7804175547964,5.35783934020384,0
WTHR/Howey Politics*,2016/11/01,2016/11/03,600,LV,46,41,,2016,indiana,,42.4127169313893,52.1122425752394,5.47504049337138,1
Gravis*,2016/10/30,2016/11/01,399,RV,37,40,,2016,indiana,,42.4127169313893,52.1122425752394,5.47504049337138,1
Monmouth*,2016/10/27,2016/10/30,402,LV,45,45,,2016,indiana,,42.4127169313893,52.1122425752394,5.47504049337138,1
Gravis*,2016/10/22,2016/10/24,596,LV,37,39,,2016,indiana,,42.4127169313893,52.1122425752394,5.47504049337138,1
WISH-TV,2016/10/10,2016/10/16,544,LV,43,49,,2016,indiana,,42.4127169313893,52.1122425752394,5.47504049337138,1
Monmouth*,2016/10/11,2016/10/13,402,LV,42,48,,2016,indiana,,42.4127169313893,52.1122425752394,5.47504049337138,1
WTHR/Howey Politics*,2016/10/03,2016/10/05,600,LV,41,42,,2016,indiana,,42.4127169313893,52.1122425752394,5.47504049337138,1
WTHR/Howey Politics*,2016/09/06,2016/09/08,600,LV,40,44,,2016,indiana,,42.4127169313893,52.1122425752394,5.47504049337138,1
Monmouth*,2016/08/13,2016/08/16,403,LV,41,48,,2016,indiana,,42.4127169313893,52.1122425752394,5.47504049337138,1
Des Moines Register,2016/11/01,2016/11/04,800,LV,56,33,,2016,iowa,,35.6552345305366,60.0899005604022,4.25486490906118,1
Emerson,2016/11/01,2016/11/03,700,LV,60,32,,2016,iowa,,35.6552345305366,60.0899005604022,4.25486490906118,1
Loras*,2016/11/01,2016/11/03,500,LV,53,37,,2016,iowa,,35.6552345305366,60.0899005604022,4.25486490906118,1
Quinnipiac,2016/10/20,2016/10/26,791,LV,56,38,,2016,iowa,,35.6552345305366,60.0899005604022,4.25486490906118,1
Des Moines Register,2016/10/03,2016/10/06,642,LV,53,36,,2016,iowa,,35.6552345305366,60.0899005604022,4.25486490906118,1
Loras,2016/09/20,2016/09/22,491,LV,54,37,,2016,iowa,,35.6552345305366,60.0899005604022,4.25486490906118,1
Quinnipiac,2016/09/13,2016/09/21,612,LV,55,43,,2016,iowa,,35.6552345305366,60.0899005604022,4.25486490906118,1
Monmouth,2016/09/12,2016/09/14,404,LV,56,39,,2016,iowa,,35.6552345305366,60.0899005604022,4.25486490906118,1
CBS News/YouGov,2016/08/17,2016/08/19,987,LV,45,38,,2016,iowa,,35.6552345305366,60.0899005604022,4.25486490906118,1
Quinnipiac,2016/08/09,2016/08/16,846,LV,51,42,,2016,iowa,,35.6552345305366,60.0899005604022,4.25486490906118,1
Suffolk University,2016/08/08,2016/08/10,500,LV,52,42,,2016,iowa,,35.6552345305366,60.0899005604022,4.25486490906118,1
NBC/WSJ/Marist,2016/08/03,2016/08/07,899,RV,52,42,,2016,iowa,,35.6552345305366,60.0899005604022,4.25486490906118,1
NBC/WSJ/Marist,2016/07/05,2016/07/10,822,RV,52,42,,2016,iowa,,35.6552345305366,60.0899005604022,4.25486490906118,1
Monmouth,2016/07/08,2016/07/11,401,LV,52,42,,2016,iowa,,35.6552345305366,60.0899005604022,4.25486490906118,1
Loras College,2016/06/24,2016/06/28,600,LV,46,45,,2016,iowa,,35.6552345305366,60.0899005604022,4.25486490906118,1
PPP (D)*,2016/06/22,2016/06/23,897,RV,46,39,,2016,iowa,,35.6552345305366,60.0899005604022,4.25486490906118,1
Fort Hays St. University,2016/11/01,2016/11/03,313,LV,77,13,,2016,kansas,,32.2381278217064,62.1752543886607,5.58661778963293,1
KSN News/SurveyUSA*,2016/10/11,2016/10/15,549,LV,56,31,,2016,kansas,,32.2381278217064,62.1752543886607,5.58661778963293,1
KSN News/SurveyUSA*,2016/09/06,2016/09/11,595,LV,50,34,,2016,kansas,,32.2381278217064,62.1752543886607,5.58661778963293,1
KSN News/SurveyUSA*,2016/08/03,2016/08/07,566,LV,52,32,,2016,kansas,,32.2381278217064,62.1752543886607,5.58661778963293,1
KSN News/SurveyUSA,2016/07/08,2016/07/11,537,LV,52,33,,2016,kansas,,32.2381278217064,62.1752543886607,5.58661778963293,1
Western Kentucky Univ.,2016/10/25,2016/10/30,602,LV,55,39,,2016,kentucky,,42.7245050473741,57.2732884502736,0.00220650235228911,1
Harper (R),2016/07/31,2016/08/01,500,RV,50,38,,2016,kentucky,,42.7245050473741,57.2732884502736,0.00220650235228911,1
Wash Post/Univ. of Maryland*,2016/09/27,2016/09/30,706,LV,29,58,,2016,maryland,,60.8878756643936,35.6748478634861,3.43727647212023,0
Goucher College*,2016/09/17,2016/09/20,514,LV,24,54,,2016,maryland,,60.8878756643936,35.6748478634861,3.43727647212023,0
OpinionWorks,2016/08/18,2016/08/30,754,LV,26,55,,2016,maryland,,60.8878756643936,35.6748478634861,3.43727647212023,0
Emerson,2016/11/04,2016/11/05,750,LV,45,46,,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
Remington Research (R)*,2016/10/31,2016/11/01,1722,LV,48,44,,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
Monmouth*,2016/10/28,2016/10/31,405,LV,47,46,,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
St. Louis Post-Dispatch,2016/10/24,2016/10/26,625,LV,47,46,,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
Emerson,2016/10/28,2016/10/31,650,LV,45,45,,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
Emerson,2016/10/17,2016/10/19,600,LV,44,44,,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
Monmouth*,2016/10/09,2016/10/11,406,LV,46,44,,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
Emerson,2016/09/09,2016/09/13,600,LV,40,42,,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
Remington Research (R),2016/09/01,2016/09/02,1275,LV,47,40,,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
Monmouth*,2016/08/19,2016/08/22,401,LV,48,43,,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
Remington Research (R)*,2016/08/05,2016/08/06,1280,LV,47,40,,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
St. Louis Post-Dispatch,2016/07/23,2016/07/24,625,LV,47,43,,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
PPP (D),2016/07/11,2016/07/12,959,RV,41,38,,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
Missouri Scout,2016/03/25,2016/03/26,927,LV,44,37,,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
PPP (D),2015/08/07,2015/08/09,859,RV,40,35,,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
Remington Research (R)*,2016/10/31,2016/11/01,1722,LV,48,44,3,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
Monmouth,2016/10/28,2016/10/31,405,LV,47,46,2,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
Monmouth,2016/10/09,2016/10/11,406,LV,46,44,3,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
Monmouth,2016/08/19,2016/08/22,401,LV,48,43,3,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
Remington Research (R)*,2016/08/05,2016/08/06,1280,LV,47,40,4,2016,missouri,,46.3920229412514,49.1843217655372,4.42365529321136,1
Emerson,2016/11/04,2016/11/05,600,LV,47,48,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
Gravis,2016/11/03,2016/11/06,1158,LV,43,49,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
8 News NOW - Las Vegas*,2016/10/28,2016/11/01,600,LV,43,45,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
CNN/ORC,2016/10/27,2016/11/01,790,LV,49,47,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
Emerson,2016/10/26,2016/10/27,550,LV,48,44,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
Gravis,2016/10/25,2016/10/25,875,RV,44,50,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
NBC/WSJ/Marist,2016/10/20,2016/10/24,707,LV,49,42,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
Las Vegas Review-Journal,2016/10/20,2016/10/23,800,LV,44,45,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
KTNV/Rasmussen,2016/10/20,2016/10/22,826,LV,41,43,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
Monmouth*,2016/10/14,2016/10/17,413,LV,45,42,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
CNN/ORC,2016/10/10,2016/10/15,698,LV,45,52,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
CBS News/YouGov,2016/10/12,2016/10/14,996,LV,39,39,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
8 News NOW - Las Vegas,2016/10/10,2016/10/13,600,LV,35,40,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
Emerson,2016/10/02,2016/10/04,700,LV,45,41,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
UNLV/Hart Research (D),2016/09/27,2016/10/02,700,RV,47,46,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
Las Vegas Review-Journal,2016/09/27,2016/09/29,800,LV,47,45,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
Suffolk*,2016/09/27,2016/09/29,500,LV,38,35,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
FOX News*,2016/09/18,2016/09/20,704,LV,43,36,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
KTNV/Rasmussen,2016/09/16,2016/09/18,800,LV,44,40,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
Monmouth*,2016/09/11,2016/09/13,406,LV,46,43,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
NBC/WSJ/Marist,2016/09/06,2016/09/08,627,LV,47,45,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
Suffolk University*,2016/08/15,2016/08/17,500,LV,37,37,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
KTNV/Rasmussen,2016/07/29,2016/07/31,750,LV,42,41,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
KTNV/Rasmussen,2016/07/22,2016/07/24,750,LV,46,37,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
Monmouth*,2016/07/07,2016/07/10,408,LV,42,40,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
Gravis,2016/05/24,2016/05/25,1637,RV,43,45,,2016,nevada,,47.0988744863727,44.6703672491234,8.23075826450382,0
Emerson,2016/11/04,2016/11/05,1000,LV,49,46,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
WMUR/UNH,2016/11/03,2016/11/06,707,LV,45,49,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
Gravis,2016/11/01,2016/11/02,1001,RV,46,44,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
Boston Globe/Suffolk*,2016/10/31,2016/11/02,500,LV,44,42,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
ARG,2016/10/31,2016/11/02,600,LV,49,46,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
WBUR/MassINC,2016/10/29,2016/11/01,500,LV,51,45,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
UMass Lowell/7News,2016/10/28,2016/11/02,695,LV,46,47,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
WMUR/UNH,2016/10/26,2016/10/30,641,LV,44,46,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
Emerson,2016/10/23,2016/10/25,600,LV,50,44,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
Monmouth*,2016/10/22,2016/10/25,401,LV,46,46,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
NBC/WSJ/Marist,2016/10/20,2016/10/24,768,LV,48,47,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
UMass Amherst/WBZ*,2016/10/17,2016/10/21,772,LV,48,44,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
Emerson,2016/10/17,2016/10/19,900,LV,45,45,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
WMUR/UNH,2016/10/11,2016/10/17,770,LV,39,48,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
WBUR/MassINC,2016/10/10,2016/10/12,501,LV,47,47,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
UMass Lowell/7News,2016/10/07,2016/10/11,517,LV,45,44,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
Boston Globe/Suffolk*,2016/10/03,2016/10/05,500,LV,47,41,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
WBUR/MassINC,2016/09/27,2016/09/29,502,LV,46,48,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
Monmouth*,2016/09/17,2016/09/20,400,LV,47,45,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
NBC/WSJ/Marist,2016/09/06,2016/09/08,737,LV,52,44,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
Emerson,2016/09/03,2016/09/05,600,LV,48,46,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
WMUR/UNH,2016/08/20,2016/08/28,433,LV,42,44,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
CBS News/YouGov,2016/08/10,2016/08/12,990,LV,41,42,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
WBUR/MassINC,2016/07/29,2016/08/01,609,LV,40,50,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
WMUR/UNH,2016/07/09,2016/07/18,469,LV,42,45,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
ARG,2016/06/24,2016/06/28,533,RV,51,42,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
PPP (D)*,2016/06/22,2016/06/23,578,RV,42,44,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
Boston Herald/FPU,2016/05/25,2016/05/28,405,LV,48,47,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
WBUR/MassINC,2016/05/12,2016/05/15,501,LV,46,48,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
Dartmouth,2016/04/11,2016/04/16,362,RV,37,35,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
WMUR/UNH,2016/04/07,2016/04/17,553,LV,43,42,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
WMUR/UNH,2016/02/20,2016/02/28,628,LV,45,41,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
NBC/WSJ/Marist,2016/01/17,2016/01/23,2258,RV,45,40,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
Gravis,2016/01/15,2016/01/18,1197,RV,49,42,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
PPP (D),2016/01/04,2016/01/06,1036,RV,44,42,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
PPP (D),2015/11/30,2015/12/02,990,RV,42,42,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
PPP (D),2015/10/16,2015/10/18,880,RV,43,44,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
Gravis,2015/10/05,2015/10/06,1035,RV,52,42,,2016,new-hampshire,,47.9813025949076,47.8437102578673,4.17498714722515,0
